idx,symbol,datetime,date,setup_type,direction,score,rank_score,reasons,rsi,trend_strength,vol_z,body_pct,hour,dow,sweep_count_20,bsl_dist_atr,ssl_dist_atr,is_bsl_swept,is_ssl_swept,ob_remaining,selection_policy
329,UNKNOWN,2025-06-04 22:00:00,2025-06-04,FVG_TOUCH,Long,61.5549,61.5549,bullish_fvg_touch,43.2713,-0.7367,-0.621,0.0179,22,2,0,2.6152,2.3933,False,False,0.4778,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
396,UNKNOWN,2025-06-05 14:45:00,2025-06-05,TREND_PULLBACK,Short,64.5314,64.5314,ema20_pullback;trend_stack,47.702,-0.0157,2.5841,0.0581,14,3,0,3.1582,1.8695,False,False,0.3718,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
479,UNKNOWN,2025-06-06 11:30:00,2025-06-06,FVG_TOUCH,Long,65.6358,65.6358,bullish_fvg_touch,75.9117,2.5453,-0.3577,0.0854,11,4,5,0.455,5.902,False,False,0.9284,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
581,UNKNOWN,2025-06-07 13:00:00,2025-06-07,FVG_TOUCH,Long,67.6765,67.6765,bullish_fvg_touch,74.4922,1.3972,-0.2395,0.0648,13,5,1,1.5596,4.2745,False,False,0.7327,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
649,UNKNOWN,2025-06-08 06:00:00,2025-06-08,TREND_PULLBACK,Long,67.601,67.601,ema20_pullback;trend_stack,50.0825,0.081,-0.4839,0.9325,6,6,0,2.8327,1.7056,False,False,0.3758,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
680,UNKNOWN,2025-06-08 13:45:00,2025-06-08,LIQUIDITY_SWEEP,Short,93.5524,93.5524,sweep_high;reclaim,66.0401,0.2589,7.1283,0.353,13,6,1,1.2713,2.9146,False,False,0.6963,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
761,UNKNOWN,2025-06-09 10:00:00,2025-06-09,FVG_TOUCH,Long,79.0,79.0,bullish_fvg_touch,87.6194,0.672,4.9144,0.7525,10,0,0,-1.1095,7.9086,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
873,UNKNOWN,2025-06-10 14:00:00,2025-06-10,FVG_TOUCH,Short,65.9712,65.9712,bearish_fvg_touch,45.9086,0.2224,0.3985,0.506,14,1,4,2.7612,0.832,False,False,0.2315,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
940,UNKNOWN,2025-06-11 06:45:00,2025-06-11,TREND_PULLBACK,Long,69.0654,69.0654,ema20_pullback;trend_stack,43.7714,0.0327,-0.3201,0.4641,6,2,0,1.7666,1.4312,False,False,0.4476,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1024,UNKNOWN,2025-06-12 03:45:00,2025-06-12,FVG_TOUCH,Short,69.839,69.839,bearish_fvg_touch,31.5197,-1.2446,0.3407,0.717,3,3,5,3.7927,0.6725,False,False,0.1506,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1160,UNKNOWN,2025-06-13 13:45:00,2025-06-13,TREND_PULLBACK,Short,68.2115,68.2115,ema20_pullback;trend_stack,51.8343,-0.1474,-0.1145,0.8468,13,4,2,1.8766,1.0725,False,False,0.3637,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1265,UNKNOWN,2025-06-14 16:00:00,2025-06-14,FVG_TOUCH,Short,63.601,63.601,bearish_fvg_touch,49.9067,-0.7595,-0.1448,0.0814,16,5,3,2.1132,1.3092,False,False,0.3825,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1379,UNKNOWN,2025-06-15 20:30:00,2025-06-15,FVG_TOUCH,Short,66.3214,66.3214,bearish_fvg_touch,26.6552,-0.2246,1.6563,0.7185,20,6,1,6.1391,-1.3792,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1399,UNKNOWN,2025-06-16 01:30:00,2025-06-16,TREND_PULLBACK,Long,70.399,70.399,ema20_pullback;trend_stack,63.8178,0.0467,1.6787,0.7575,1,0,1,0.6272,4.2028,False,False,0.8702,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1556,UNKNOWN,2025-06-17 16:45:00,2025-06-17,WEAK_BOS,Short,62.0215,62.0215,break_low,22.3984,-1.7487,4.4144,0.7357,16,1,1,4.7296,-1.0036,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1644,UNKNOWN,2025-06-18 14:45:00,2025-06-18,TREND_PULLBACK,Short,69.5005,69.5005,ema20_pullback;trend_stack,53.0724,-0.2371,1.2658,0.7525,14,2,0,1.7714,2.0215,False,False,0.533,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1715,UNKNOWN,2025-06-19 08:30:00,2025-06-19,FVG_TOUCH,Long,68.8969,68.8969,bullish_fvg_touch,43.9075,0.2756,-0.7775,0.2519,8,3,0,2.196,2.0529,False,False,0.4832,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1806,UNKNOWN,2025-06-20 07:15:00,2025-06-20,WEAK_BOS,Long,66.0,66.0,break_high,70.7976,0.4277,4.4768,0.8664,7,4,0,-2.532,6.183,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
1948,UNKNOWN,2025-06-21 18:45:00,2025-06-21,WEAK_BOS,Short,66.0,66.0,break_low,28.465,-0.7333,5.6902,0.9594,18,5,0,5.3718,-2.2199,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2021,UNKNOWN,2025-06-22 13:00:00,2025-06-22,TREND_PULLBACK,Short,67.4723,67.4723,ema20_pullback;trend_stack,44.8429,-0.0323,0.3932,0.827,13,6,0,2.5908,0.9656,False,False,0.2715,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2119,UNKNOWN,2025-06-23 13:30:00,2025-06-23,REAL_CHOCH,Long,77.1077,77.1077,choch_sweep_low;choch_break_high;trend_align,58.8137,0.3569,2.4097,0.5193,13,0,3,-0.1751,2.6055,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2185,UNKNOWN,2025-06-24 06:00:00,2025-06-24,FVG_TOUCH,Long,63.9307,63.9307,bullish_fvg_touch,62.0926,2.7653,-0.3143,0.051,6,1,5,0.3458,3.0065,False,False,0.8969,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2310,UNKNOWN,2025-06-25 13:15:00,2025-06-25,WEAK_BOS,Long,66.0,66.0,break_high,77.922,1.5007,6.0763,0.9231,13,2,1,-1.7438,6.1154,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2441,UNKNOWN,2025-06-26 22:00:00,2025-06-26,FVG_TOUCH,Short,64.0597,64.0597,bearish_fvg_touch,40.676,-0.1075,0.1687,0.041,22,3,0,3.9414,0.6584,False,False,0.1431,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2505,UNKNOWN,2025-06-27 14:00:00,2025-06-27,ORDERBLOCK_REACTION,Short,67.2317,67.2317,impulse_pullback_zone,39.4353,-0.5395,2.4811,0.2849,14,4,2,2.0985,1.4691,False,False,0.4118,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2607,UNKNOWN,2025-06-28 15:30:00,2025-06-28,TREND_PULLBACK,Long,65.2178,65.2178,ema20_pullback;trend_stack,46.8268,0.057,-0.3656,0.999,15,5,2,1.3071,3.1999,False,False,0.71,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2677,UNKNOWN,2025-06-29 09:00:00,2025-06-29,FVG_TOUCH,Long,76.2251,76.2251,bullish_fvg_touch,91.9457,1.0816,2.1501,0.2404,9,6,0,-0.0479,7.237,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2793,UNKNOWN,2025-06-30 14:00:00,2025-06-30,LIQUIDITY_SWEEP,Long,88.6108,88.6108,sweep_low;reclaim,45.935,-0.6766,4.6656,0.0379,14,0,2,2.3469,0.7487,False,False,0.2419,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2808,UNKNOWN,2025-06-30 17:45:00,2025-06-30,TREND_PULLBACK,Short,64.9281,64.9281,ema20_pullback;trend_stack,52.4813,-0.3403,-0.2669,0.8052,17,0,0,1.2467,2.3008,False,False,0.6486,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2893,UNKNOWN,2025-07-01 15:00:00,2025-07-01,FVG_TOUCH,Short,74.9675,74.9675,bearish_fvg_touch,34.671,-0.7385,2.3497,0.51,15,1,1,4.4092,-0.0693,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
2964,UNKNOWN,2025-07-02 08:45:00,2025-07-02,FVG_TOUCH,Long,68.9862,68.9862,bullish_fvg_touch,89.2695,2.2055,1.4625,0.2727,8,2,3,0.1251,8.0459,False,False,0.9847,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3038,UNKNOWN,2025-07-03 03:15:00,2025-07-03,FVG_TOUCH,Long,63.2032,63.2032,bullish_fvg_touch,46.0334,0.5782,-0.5949,0.3633,3,3,0,3.6877,1.1095,False,False,0.2313,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3176,UNKNOWN,2025-07-04 13:45:00,2025-07-04,WEAK_BOS,Short,66.0,66.0,break_low,14.6817,-1.2118,6.2854,0.942,13,4,0,6.1415,-1.8205,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3297,UNKNOWN,2025-07-05 20:00:00,2025-07-05,TREND_PULLBACK,Short,67.7811,67.7811,ema20_pullback;trend_stack,55.0527,-0.1597,0.8599,0.7383,20,5,0,1.5612,1.6634,False,False,0.5158,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3395,UNKNOWN,2025-07-06 20:30:00,2025-07-06,FVG_TOUCH,Long,68.9577,68.9577,bullish_fvg_touch,49.6278,0.7111,-0.4271,0.7027,20,6,0,1.1923,2.6945,False,False,0.6932,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3419,UNKNOWN,2025-07-07 02:30:00,2025-07-07,FVG_TOUCH,Long,73.0312,73.0312,bullish_fvg_touch,57.3436,1.0351,0.0208,0.1982,2,0,0,1.2413,3.9368,False,False,0.7603,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3547,UNKNOWN,2025-07-08 10:30:00,2025-07-08,FVG_TOUCH,Long,66.1543,66.1543,bullish_fvg_touch,77.203,0.9364,1.7002,0.8749,10,1,0,-1.3888,6.2831,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3647,UNKNOWN,2025-07-09 11:30:00,2025-07-09,FVG_TOUCH,Long,70.9808,70.9808,bullish_fvg_touch,67.6542,0.6371,0.6414,0.1165,11,2,1,0.2329,4.7727,False,False,0.9535,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3764,UNKNOWN,2025-07-10 16:45:00,2025-07-10,FVG_TOUCH,Long,74.3054,74.3054,bullish_fvg_touch,74.1666,0.6856,0.8702,0.0376,16,3,0,0.1649,5.1212,False,False,0.9688,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3860,UNKNOWN,2025-07-11 16:45:00,2025-07-11,FVG_TOUCH,Long,63.6425,63.6425,bullish_fvg_touch,46.2486,0.4625,-0.4522,0.2777,16,4,0,1.6564,1.5942,False,False,0.4904,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
3893,UNKNOWN,2025-07-12 01:00:00,2025-07-12,TREND_PULLBACK,Long,63.4924,63.4924,ema20_pullback;trend_stack,53.7673,0.1126,-0.6915,0.7071,1,5,0,2.0806,2.2109,False,False,0.5152,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4041,UNKNOWN,2025-07-13 14:00:00,2025-07-13,FVG_TOUCH,Long,68.0274,68.0274,bullish_fvg_touch,74.1759,0.9819,0.8807,0.1228,14,6,5,0.6216,3.9459,False,False,0.8639,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4097,UNKNOWN,2025-07-14 04:00:00,2025-07-14,FVG_TOUCH,Long,73.9052,73.9052,bullish_fvg_touch,69.7908,1.1375,0.6035,0.1859,4,0,0,2.1172,5.2014,False,False,0.7107,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4235,UNKNOWN,2025-07-15 14:30:00,2025-07-15,TREND_PULLBACK,Short,65.2788,65.2788,ema20_pullback;trend_stack,51.3365,-0.3484,1.9303,0.6257,14,1,1,2.378,0.9705,False,False,0.2898,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4334,UNKNOWN,2025-07-16 15:15:00,2025-07-16,FVG_TOUCH,Long,73.5236,73.5236,bullish_fvg_touch,61.0449,0.6789,3.5926,0.3985,15,2,0,0.7417,2.7775,False,False,0.7892,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4454,UNKNOWN,2025-07-17 21:15:00,2025-07-17,WEAK_BOS,Long,66.0,66.0,break_high,70.4181,0.9342,5.6359,0.9399,21,3,2,-1.7161,5.9308,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4485,UNKNOWN,2025-07-18 05:00:00,2025-07-18,FVG_TOUCH,Long,67.7237,67.7237,bullish_fvg_touch,54.085,1.1526,0.4298,0.34,5,4,1,0.7987,4.8528,False,False,0.8587,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4585,UNKNOWN,2025-07-19 06:00:00,2025-07-19,FVG_TOUCH,Long,65.2865,65.2865,bullish_fvg_touch,53.9746,0.3197,-0.7583,0.0565,6,5,0,1.2051,4.4081,False,False,0.7853,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4646,UNKNOWN,2025-07-19 21:15:00,2025-07-19,LIQUIDITY_SWEEP,Long,88.4392,88.4392,sweep_low;reclaim,45.5349,-0.461,5.334,0.211,21,5,2,2.2543,0.7505,False,False,0.2498,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4745,UNKNOWN,2025-07-20 22:00:00,2025-07-20,WEAK_BOS,Short,66.0,66.0,break_low,21.6642,-0.3024,7.5707,0.9006,22,6,0,5.9281,-3.2747,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4746,UNKNOWN,2025-07-20 22:15:00,2025-07-20,LIQUIDITY_SWEEP,Long,88.3321,88.3321,sweep_low;reclaim,28.7925,-0.3852,6.3837,0.3965,22,6,2,3.9823,1.2979,False,False,0.2458,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4819,UNKNOWN,2025-07-21 16:30:00,2025-07-21,FVG_TOUCH,Short,66.9966,66.9966,bearish_fvg_touch,47.8277,-0.0876,-0.1111,0.1983,16,0,1,3.2258,0.9024,False,False,0.2186,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4889,UNKNOWN,2025-07-22 10:00:00,2025-07-22,FVG_TOUCH,Long,65.3078,65.3078,bullish_fvg_touch,63.0536,0.6388,-0.5128,0.2035,10,1,0,0.5867,4.8504,False,False,0.8921,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4905,UNKNOWN,2025-07-22 14:00:00,2025-07-22,LIQUIDITY_SWEEP,Long,88.7261,88.7261,sweep_low;reclaim,44.931,1.1201,4.3449,0.2724,14,1,0,2.8867,1.3393,False,False,0.3169,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
4971,UNKNOWN,2025-07-23 06:30:00,2025-07-23,FVG_TOUCH,Short,63.1192,63.1192,bearish_fvg_touch,30.4048,-0.9711,-0.4328,0.6209,6,2,3,6.3907,0.0379,False,False,0.0059,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5069,UNKNOWN,2025-07-24 07:00:00,2025-07-24,LIQUIDITY_SWEEP,Long,88.3663,88.3663,sweep_low;reclaim,36.3799,-0.5544,3.295,0.5993,7,3,0,3.276,1.5977,False,False,0.3278,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5087,UNKNOWN,2025-07-24 11:30:00,2025-07-24,FVG_TOUCH,Long,68.199,68.199,bullish_fvg_touch,47.1426,0.1474,-1.1264,0.2619,11,3,0,0.762,6.2388,False,False,0.8912,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5191,UNKNOWN,2025-07-25 13:30:00,2025-07-25,ORDERBLOCK_REACTION,Short,68.8964,68.8964,impulse_pullback_zone,37.466,-0.6213,1.7193,0.4104,13,4,1,3.1517,1.7508,False,False,0.3571,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5316,UNKNOWN,2025-07-26 20:45:00,2025-07-26,FVG_TOUCH,Short,66.3691,66.3691,bearish_fvg_touch,42.3731,1.3339,-0.2276,0.3014,20,5,0,3.8649,0.7419,False,False,0.161,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5393,UNKNOWN,2025-07-27 16:00:00,2025-07-27,WEAK_BOS,Long,66.0,66.0,break_high,85.6763,0.6588,8.2551,0.9887,16,6,0,-2.5259,5.7564,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5484,UNKNOWN,2025-07-28 14:45:00,2025-07-28,FVG_TOUCH,Short,63.6509,63.6509,bearish_fvg_touch,35.2687,-0.6885,0.1332,0.761,14,0,1,3.2567,0.1992,False,False,0.0576,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5584,UNKNOWN,2025-07-29 15:45:00,2025-07-29,FVG_TOUCH,Short,65.7379,65.7379,bearish_fvg_touch,13.5021,-0.6229,1.645,0.1593,15,1,1,5.0246,0.3744,False,False,0.0693,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5689,UNKNOWN,2025-07-30 18:00:00,2025-07-30,TREND_PULLBACK,Short,67.9179,67.9179,ema20_pullback;trend_stack,37.9169,-0.1856,3.0948,0.1908,18,2,1,3.557,0.7727,False,False,0.1785,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5784,UNKNOWN,2025-07-31 17:45:00,2025-07-31,FVG_TOUCH,Short,64.2015,64.2015,bearish_fvg_touch,45.1695,-0.1538,0.4866,0.6203,17,3,1,3.3627,0.1244,False,False,0.0357,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5887,UNKNOWN,2025-08-01 19:30:00,2025-08-01,FVG_TOUCH,Short,64.6741,64.6741,bearish_fvg_touch,4.4989,-1.0699,1.0709,0.2364,19,4,3,5.3483,-0.0367,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
5945,UNKNOWN,2025-08-02 10:00:00,2025-08-02,FVG_TOUCH,Short,64.1552,64.1552,bearish_fvg_touch,52.2142,-0.6759,-0.8686,0.6133,10,5,2,2.7479,0.9569,False,False,0.2583,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6053,UNKNOWN,2025-08-03 13:00:00,2025-08-03,FVG_TOUCH,Long,69.5928,69.5928,bullish_fvg_touch,64.0093,1.3978,-0.6221,0.3653,13,6,0,1.1284,3.2873,False,False,0.7445,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6151,UNKNOWN,2025-08-04 13:30:00,2025-08-04,REAL_CHOCH,Long,76.5534,76.5534,choch_sweep_low;choch_break_high;trend_align,61.6827,0.1019,5.3092,0.8283,13,0,2,-0.2362,3.2059,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6277,UNKNOWN,2025-08-05 21:00:00,2025-08-05,FVG_TOUCH,Short,65.1366,65.1366,bearish_fvg_touch,59.874,-0.7492,-0.4657,0.1798,21,1,0,1.3614,3.5391,False,False,0.7222,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6348,UNKNOWN,2025-08-06 14:45:00,2025-08-06,WEAK_BOS,Long,66.0,66.0,break_high,69.8468,0.372,6.099,0.8269,14,2,0,-1.7984,4.2707,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6427,UNKNOWN,2025-08-07 10:30:00,2025-08-07,WEAK_BOS,Long,66.0,66.0,break_high,84.3498,0.9232,5.6669,0.9251,10,3,0,-2.2165,8.432,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6537,UNKNOWN,2025-08-08 14:00:00,2025-08-08,LIQUIDITY_SWEEP,Short,89.7883,89.7883,sweep_high;reclaim,60.7282,-0.044,3.5768,0.2339,14,4,1,0.8559,1.9868,False,False,0.6989,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6569,UNKNOWN,2025-08-08 22:00:00,2025-08-08,FVG_TOUCH,Long,66.493,66.493,bullish_fvg_touch,72.7637,0.3994,-0.4142,0.0325,22,4,1,0.2495,4.8047,False,False,0.9506,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6656,UNKNOWN,2025-08-09 19:45:00,2025-08-09,FVG_TOUCH,Short,63.3709,63.3709,bearish_fvg_touch,34.0681,-0.9556,-0.5699,0.2238,19,5,3,5.5221,-0.0019,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6688,UNKNOWN,2025-08-10 03:45:00,2025-08-10,FVG_TOUCH,Long,69.509,69.509,bullish_fvg_touch,87.6205,1.0125,1.5534,0.7349,3,6,2,0.0689,7.2635,False,False,0.9906,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6857,UNKNOWN,2025-08-11 22:00:00,2025-08-11,FVG_TOUCH,Short,67.0323,67.0323,bearish_fvg_touch,30.465,-1.4648,-0.5475,0.3617,22,0,0,4.2648,1.3147,False,False,0.2356,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6879,UNKNOWN,2025-08-12 03:30:00,2025-08-12,FVG_TOUCH,Short,64.5664,64.5664,bearish_fvg_touch,55.3152,-1.2431,-0.8567,0.2328,3,1,0,1.8282,2.3721,False,False,0.5648,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
6919,UNKNOWN,2025-08-12 13:30:00,2025-08-12,LIQUIDITY_SWEEP,Short,91.1917,91.1917,sweep_high;reclaim,58.1707,-0.2353,3.935,0.4401,13,1,1,1.5282,1.3801,False,False,0.4745,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7016,UNKNOWN,2025-08-13 13:45:00,2025-08-13,WEAK_BOS,Long,66.0,66.0,break_high,73.5056,1.0147,8.7856,0.8021,13,2,1,-2.6763,5.2994,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7107,UNKNOWN,2025-08-14 12:30:00,2025-08-14,WEAK_BOS,Short,66.0,66.0,break_low,14.6215,-1.0712,7.6319,0.4455,12,3,0,4.7911,-1.7268,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7214,UNKNOWN,2025-08-15 15:15:00,2025-08-15,FVG_TOUCH,Short,69.072,69.072,bearish_fvg_touch,12.7754,-0.8388,1.702,0.4754,15,4,3,4.718,0.2524,False,False,0.0508,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7288,UNKNOWN,2025-08-16 09:45:00,2025-08-16,TREND_PULLBACK,Short,64.5649,64.5649,ema20_pullback;trend_stack,42.6977,-0.1396,0.0548,0.9471,9,5,3,4.0634,0.2267,False,False,0.0528,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7364,UNKNOWN,2025-08-17 04:45:00,2025-08-17,WEAK_BOS,Long,66.0,66.0,break_high,88.7603,0.3651,5.9179,0.7008,4,6,0,-2.1388,6.7921,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7446,UNKNOWN,2025-08-18 01:15:00,2025-08-18,WEAK_BOS,Short,63.582,63.582,break_low,25.4328,-0.8689,4.342,0.8402,1,0,0,5.1616,-1.2637,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7591,UNKNOWN,2025-08-19 13:30:00,2025-08-19,TREND_PULLBACK,Short,75.3279,75.3279,ema20_pullback;trend_stack,41.7202,-0.164,4.6658,0.7356,13,1,1,2.9324,1.3476,False,False,0.3149,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7687,UNKNOWN,2025-08-20 13:30:00,2025-08-20,FVG_TOUCH,Short,69.2009,69.2009,bearish_fvg_touch,39.9294,-0.1009,1.0409,0.5219,13,2,3,3.0093,0.2724,False,False,0.083,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7761,UNKNOWN,2025-08-21 08:00:00,2025-08-21,FVG_TOUCH,Long,60.4645,60.4645,bullish_fvg_touch,52.6774,-0.3821,-0.7349,0.3422,8,3,1,3.0458,1.9617,False,False,0.3918,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
7849,UNKNOWN,2025-08-22 06:00:00,2025-08-22,FVG_TOUCH,Long,64.5588,64.5588,bullish_fvg_touch,49.8706,0.4296,-0.4247,0.2096,6,4,0,0.9431,4.0121,False,False,0.8097,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
